title,content,media,keyword
ローマ教皇、震災被災者と対話　エネルギーで「重大な決断」必要,"
［東京　２５日　ロイター］ - 来日中のローマ教皇フランシスコは２５日、都内で東日本大震災被災者との集いを開いた。

教皇は、地震・津波・福島第１原発事故という「３つの災害」で多数の死傷者が出たことについて「天然資源の利用、特に将来のエネルギー源について重大な決断を下す必要がある」と発言。

「地域社会が絆を取り戻し、人々が再び安全で安定した生活を送れるようになるまで、福島の事故が完全に解決されたとは言えない」と述べた。

教皇は原発問題にも触れ、「原子力の利用継続に対する懸念もある。このため（日本カトリック司教団は）原発の廃止を求めた」と語った。

教皇は今回の集いで被災者の話に熱心に耳を傾けた。関係者によると、教皇は被災地への訪問を繰り返し要望したが、日程の都合で実現せず、東京で被災者との集いを開いた。",ロイター,地震
ローマ教皇、東日本大震災の被災者と面会 原子力使用に懸念示す,"
【11月25日 AFP】来日中のローマ・カトリック教会のフランシスコ教皇（Pope Francis、82）は25日、都内で東日本大震災の被災者らと面会した。教皇は地震、津波、原発事故を「三大災害」と表現し、被災者への支援を今後も続けるよう求めるとともに、今も続く原子力の使用について懸念を示した。

　被災者らのスピーチを聞いた教皇は、被災者の中には「忘れられてしまった」と感じている人や、今も土壌汚染や長期的な放射線の影響の問題に直面している人もいると指摘。

　また日本の原子力をめぐる議論には立ち入らなかった一方、「原子力の継続的な使用への懸念」を示した上、日本の司教たちが原発の廃止を求めてきたと述べた

　教皇は25日午後に東京ドーム（Tokyo Dome）でミサを執り行い、天皇陛下と安倍晋三（Shinzo Abe）首相と会談を行う予定。(c)AFPBB News",AFPBB News,地震
ローマ教皇、東日本大震災の被災者と面会 原子力使用に懸念示す,"
【AFP＝時事】来日中のローマ・カトリック教会のフランシスコ教皇（Pope Francis、82）は25日、都内で東日本大震災の被災者らと面会した。教皇は地震、津波、原発事故を「三大災害」と表現し、被災者への支援を今後も続けるよう求めるとともに、今も続く原子力の使用について懸念を示した。【関連写真】東日本大震災の被災者らと面会するフランシスコ教皇　被災者らのスピーチを聞いた教皇は、被災者の中には「忘れられてしまった」と感じている人や、今も土壌汚染や長期的な放射線の影響の問題に直面している人もいると指摘。

　また日本の原子力をめぐる議論には立ち入らなかった一方、「原子力の継続的な使用への懸念」を示した上、日本の司教たちが原発の廃止を求めてきたと述べた

　教皇は25日午後に東京ドーム（Tokyo Dome）でミサを執り行い、天皇陛下と安倍晋三（Shinzo Abe）首相と会談を行う予定。【翻訳編集】 AFPBB News",ＡＦＰ＝時事,地震
避難経路確認し、救助訓練　　地震・津波対応で陸自とも連携　大和村,"
　鹿児島県奄美大島の大和村で24日、地震と津波を想定した防災訓練があった。村内全11集落の住民や警察官ら約520人が参加し、避難所への経路や要援護者の誘導の手順を確認。自衛隊と大和消防分駐所、消防団、村が連携して、行方不明者の捜索と救助の訓練もあり、関係機関で災害発生時の対応を確認した。

　訓練は、奄美大島近海を震源とするマグニチュード8の地震が発生し、大津波警報が発令されたと想定。住民に事前に訓練の内容を知らせずに実施した。雨天のため、避難所は各集落の集会施設などとした。

　村は発災想定時刻直後の午前8時32分、役場に職員を収集して伊集院幼村長を本部長とする災害対策本部を設置。村内全域に避難指示を出し、関係機関と要援護者の安否確認や避難状況の情報収集を行った。県を通して陸上自衛隊へ災害派遣を要請する手順も確認した。

　各集落の避難所には村民計415人が集まった。訓練後、それぞれの地区で自主防災組織の在り方や災害時の行動計画などを話し合った。

　伊集院村長は訓練後、「関係機関が情報を共有し、連携した災害対応の訓練ができた。訓練をステップに、村民一体となって安心、安全な村づくりに今後も取り組んでいく」と話した。",南海日日新聞,地震
"
ローマ教皇、東日本大震災被災者との集い","
　ローマ教皇フランシスコは、２５日朝は都内で東日本大震災の被災者と交流し、天皇陛下とも会談しました。

　東日本大震災の被災者との集まりに臨んだ教皇フランシスコは、被災者の代表と握手をし講話を行いました。

　「（地震、津波、原発事故の）三大災害後の復興と再建の継続的な仕事においては、多くの手と多くの心をあたかもひとつであるかのように一致させなければなりません」（ローマ教皇フランシスコ）

　「言い表せないほどつらい思いをされた」と被災者をいたわった教皇。これに先だち、被災者の一人として、原発事故で福島県いわき市から東京に避難してきたものの、いじめにあった高校生の鴨下全生さん（１７）が体験を語っていました。

　「大人たちは汚染も被ばくも、これから起きる可能性がある被害も、隠さず伝える責任があると思います」（東日本大震災被災者 鴨下全生さん）

　その言葉に教皇は、「地域社会のつながりが再び築かれ、安全で安心した生活ができるようにならなければ、福島の事故は完全には解決されない」と語りかけました。

　そして午前１１時すぎ、教皇フランシスコは皇居に移動。出迎えられた天皇陛下とにこやかな表情でしっかりと握手をし、通訳を介さずに挨拶を交わしました。

　そして、和やかな雰囲気のなか、竹の間で３０分ほど歓談しています。（25日11:12）    ",TBS News i,地震
"
ローマ教皇が東日本被災者と面会　原発使用に懸念","
　陛下との面会に先立ってフランシスコ教皇は東日本大震災の被災者との集会に参加し、原発の使用に対する懸念など被災者への思いを伝えました。

　集会では被災者3人が話をしました。福島県から自主避難している高校生の鴨下全生さん（17）は今年3月にもバチカンで教皇に謁見（えっけん）しています。
　福島県から避難中の鴨下全生さん：「大人たちは、汚染も被爆もこれから起きる可能性のある被害も隠さず伝える責任があると思います。僕は避難先でいじめにも遭い、死にたいと思うほどつらい日々が続きました。僕らの未来から被爆の脅威をなくすため、どうかともに祈って下さい」
　これに対して教皇は「地震、津波、原発事故から8年、日本は不屈さを持って一致団結できる人々であることを示してきた」としたうえで、福島についての思いを明らかにしました。
　ローマ・カトリック教会、フランシスコ教皇：「特別に思い起こしたいのは福島第一原発の事故とその余波です。原子力の継続的な使用に対する懸念であり、司教たちは原子力発電所の廃止を求めました。私たちには未来の世代に対して大きな責任があります」    ",テレ朝 news,地震
グーグル兄弟会社Loon、ペルーで気球によるネット接続拡大へ,"
　Alphabet傘下でGoogleの兄弟会社であるLoonと、ペルーで地方のモバイルインフラ事業を手がけるInternet Para Todos Peru（IpT）は、高高度気球を利用し、モバイルインターネットアクセスをアマゾン奥地などに拡大する契約を結んだ。2020年にペルーでTelefonicaの顧客にサービスを提供することを目指す。

　IpTは、Telefonica、Facebook、IDB Invest、CAF（ラテンアメリカ開発銀行）が共同で運営している。LoonとIpTはまず、ペルー北部のロレート県内で、約20万人が暮らしているが、3G以上のサービスを利用できない一部地域にサービスを提供する。

　Internet para Todos Peruの最高経営責任者（CEO）Teresa Gomes氏は、「今回の挑戦で、革新的で持続可能な技術を用いてアクセスが困難な地域にリーチし、地理的、技術的、経済的な複雑さを克服できるようになる。Loonとの合意によって、ディスラプティブな技術を利用し、モバイルインターネットアクセスをより多くのペルー国民に向けて拡大する」と述べている。

　Loonは、海抜20kmの高さで動く高高度の気球ネットワークを利用し、浮遊する基地局としてインターネット接続を提供する。

　Loonによると、IpT、Telefonicaと協力し、サービス開始を前にペルーの運輸通信省（MTC）から規制上の承認を得ようとしている。承認されれば、ペルーは南米で初めて、平常時に持続的な形でLoonを利用することになる。

　Loonは2017年10月、ハリケーン「マリア」による甚大な被害を受けたプエルトリコでのネットワーク接続の復旧支援に気球を利用する許可を米連邦通信委員会（FCC）から得た。

　2017年にエルニーニョ現象による洪水でペルー北部の各地が被災した際や、2019年5月にペルーでマグニチュード8.0の地震が発生した際も、これらの気球が使われた。

　またLoonは現在、ケニアの移動体通信事業者Telkom Kenyaと結んだ契約の一環として、同国で成層圏気球の運用を開始するために、規制当局からの書面による最終承認を待っているところだと明らかにした。

この記事は海外CBS Interactive発の記事を朝日インタラクティブが日本向けに編集したものです。",CNET Japan,地震
『王子瀧の川』：浮世写真家 喜千也の「名所江戸百景」第51回,"
歌川広重「名所江戸百景」では第88景となる『王子瀧の川』。江戸の人気行楽地・王子の渓谷美を描いた、珍しい紅葉風景の1枚である。",nippon.com,地震
情報理解力が重要　住民ら防災・減災シンポ,"
　「南海トラフ地震　地域防災・減災シンポジウム」（気象庁など主催）は２４日、宮崎市佐土原総合文化センターであった。専門家ら５人によるパネルディスカッションなどがあり、市民ら約３００人が災害情報を住民自らが集めて行動する大切さを学んだ。",宮崎日日新聞,地震
ローマ教皇、大震災被災者に祈り　復興「必ず果たせる」,"
　来日中のローマ教皇（法王）フランシスコは25日、東京都内で東日本大震災被災者との集いを開き「多くの人々が被った悲しみと痛み」への祈りを呼び掛けた。地震、津波、東京電力福島第1原発事故の「三つの大規模災害」と呼び「放射線の長期的な影響など継続的な問題」があると指摘しながら、復興は力を結集すれば「必ず果たせる」と訴えた。

　震災によって大勢の死者・行方不明者が出て「日本全土と全国民に影響を及ぼした」と指摘。今も仮設住宅で暮らし、自宅に帰れない人々がいると強調した。

　教皇は、田畑や森林が汚染され長期的な問題を突き付けられている人が少なくないと強調した。",共同通信,地震
＜ゴルフ場鉄柱倒壊＞土地売却し住民補償へ　オーナー会見「責任取る」,"
　台風15号の強風で千葉県市原市五井のゴルフ練習場の鉄柱が倒壊し、住宅を押しつぶした問題で、渡辺陽子オーナーと秋野卓生代理人弁護士が24日、千葉市中央区のホテルで記者会見を開き、練習場の土地を売却し住民への補償費に充てる方針を明らかにした。渡辺さんは「収入もなくなるが、（土地売却が）一番責任を取る方法」と述べた。

　秋野代理人によると、住宅再建にあたり住民の多くから「練習場が今後も残ると鉄柱倒壊の不安がある」との声があった。練習場側は当初、事業譲渡による資金捻出を検討。ただ、23日から始まった災害用の裁判外紛争解決手続き（ADR）でも不安の声が高まり、更地にした上での土地売却を決めた。

　鉄柱撤去を無償で請け負った解体業「フジムラ」（東京都江戸川区）に練習場の解体を依頼。有償での工事を前提に早期着工の約束を取り付けたという。更地にした後、買い手を募り、価格の見通しが立った段階で補償可能額を住民に提示する。

　また、渡辺オーナーは補償に関する方針の変更で事故当初の代理人弁護士を10月下旬に解任し、秋野弁護士を代理人としたとも明かした。秋野弁護士は熊本地震での補償対応の経験もあるといい、災害ADR利用を提案したという。

　今回の災害ADRは「人身・建物」「ネット飛散」「車両」の三つの被害項目に分類されている。建物被害に関し、鉄柱の撤去完了後に被害把握を行う住民もいるため時間がかかる。練習場側は、和解をあっせんする弁護士の提案を基本的に受け入れる方針という。

　練習場の土地売却を受け、次女が鉄柱の下敷きになりけがをしたという男性（53）は「互いにつらい状態になってしまった。二度とこうしたことが起きないよう原因検証をしてほしい」と話した。",千葉日報オンライン,地震
熊野道路　早期完成と工事安全願う　起工式で首長ら　三重,"
　【熊野】三重県熊野市大泊町の熊野大泊インターチェンジ（IC）と同市久生屋町を結ぶ自動車専用道路「国道42号熊野道路」（6・7キロ）の起工式が24日、熊野大泊IC付近であり、鈴木英敬知事や東紀州5市町の首長ら関係者43人が出席し、早期完成と工事の安全を祈願した。

　国土交通省紀勢国道事務所によると、同道路は紀伊半島を一周する近畿自動車道紀勢線の一部。平成26年度に事業化され、事業費は270億円。用地取得率は今年3月末現在で72％。開通時期は未定。

　県の想定では、南海トラフ地震が発生した場合、同市の国道42号は津波浸水区域にあり、同道路が完成すると「命の道」としての役割や産業振興で効果が期待される。

　国交省中部地方整備局の勢田昌功局長は「起工式を大きな一歩と捉え、災害時の救援ルートの軸となる近畿自動車道紀勢線の整備に全力で取り組みたい」とあいさつ。来賓の鈴木知事は「交流人口の増加と命の道として期待し、一日も早く整備が行われるように努力したい」と述べた。

　関係者らは道路の早期完成や工事の安全を願い、くわ入れをした後、河上敢二熊野市長の音頭で万歳三唱した。",伊勢新聞,地震
ローマ教皇、東日本大震災の被災者と対話「日本は不屈さをもって、一致団結できる人々であると示した」,"
ローマ・カトリック教会のフランシスコ教皇が11月25日午前、都内で東日本大震災の被災者との交流会に参加した。
死者・行方不明者を合わせて1万8000人超にのぼる震災犠牲者への哀悼の気持ちを表した教皇は、福島第一原発事故についても言及。「地域社会で社会のつながりが再び築かれ、人々がまた安全で安定した生活ができるようにならなければ、福島の事故は完全には解決されません」と述べた。また、「立ち止まり、振り返ってみることが大切です」と、原子力の利用に関して慎重になるよう呼びかけた。メッセージでは震災から8年をふり返り、「日本は連帯し、根気強く、粘り強く、不屈さをもって、一致団結できる人々であることを示してきました」と述べた。一方で「一人で復興できる人はどこにもいません。だれも一人では再出発できません」「わたしたちにもっとも影響する悪の一つは、無関心の文化です」と、歳月が経ても震災の悲劇に思いを寄せ続けること、自然環境をとりまく問題に意識を向ける大切さを訴えた。【BuzzFeed Japan/吉川 慧】",BuzzFeed Japan,地震
共生社会実現へ決議　知的障害者と家族ら全国大会　熊本市,"
　知的障害者と家族らでつくる「全国手をつなぐ育成会連合会」の第６回全国大会が２３、２４日の２日間、熊本市中央区の熊本城ホールであった。「虐待防止や差別の解消」「療育の保障と家族支援」など、１４項目の全体決議を採択した。

　大会は共生社会の実現を目指し毎年開催。県内では初めてで、全国から約２３００人が参加した。

　２４日は全体会を開き、実行委員長の川村隼秋・県手をつなぐ育成会長が「熊本地震では全国からの支援が心の支えとなり、助け合いや励まし合いの大切さを学んだ」とあいさつ。当事者による決議として、「災害時に安心できる場所を作って」「障害が重くても軽くても、同じ人として接して」など７項目を採択した。

　天草市出身の放送作家・脚本家の小山薫堂さんが記念講演。障害者が描いたアート作品を商品化する企画などを紹介し「作品が発信され、社会のうねりとなる。人を笑顔にする企画がもっと必要」などと述べた。",熊本日日新聞,地震
Ｊファン”復興アシスト”　全国名産を仮設住民へ　熊本市の障害者施設でイベント　,"
　全国のＪリーグチームのサポーターが地元の名産を持ち寄る熊本地震の復興イベントが２３日、熊本市南区城南町の障害者支援施設「城南学園」で開かれ、近くの仮設住宅で暮らす被災者や地元の住民らでにぎわった。

　「スマイルハートフェス」と銘打ち、２０１６年から毎年開かれており、４回目。被災した同施設の支援に駆け付けた角田寛和さん（５７）＝千葉県柏市＝が秋のイベント中止を知り、それに替わる催しとして企画したのが始まり。

　今年はユニホーム姿のサポーターら約４０人が集結。宮城のサンマや長野のおやき、横浜のシューマイなどを安値で提供した。

　毎年参加しているという近くの岡崎敬子さん（８６）は「地震で知人も離れ離れになったが、この催しに元気づけられる。サンマはおいしかった」と笑顔だった。

　角田さんとフェスを運営する熊本市東区の園田鉄也さん（３９）は「このイベントを続けることで、地元の人が再会する場になれば」と話していた。（高橋俊啓）",熊本日日新聞,地震
