DiDi、秋田でタクシー配車プラットフォームを提供開始　国内18エリア目,"
中国・DiDi社の日本法人 DiDiモビリティジャパンは、11月28日より秋田エリアにてタクシー配車プラットフォームを提供開始する。

DiDiは、タクシー配車アプリ「DiDi Taxi」、ヒッチハイクアプリ「DiDi Hitch」、自転車シェアアプリ「DiDi Bike-Sharing」など、世界中で幅広い交通手段を提供する、世界最大級の交通プラットフォーム。現在、日本をはじめ、中国、メキシコ、オーストラリア、ブラジル、チリ、コロンビアなど、1000都市以上でサービスを提供している。

DiDiモビリティジャパンは、タクシー配車プラットフォームサービスを提供することを目的として、Didi社とソフトバンクの共同出資で設立し、2018年9月よりサービスの提供を開始。今回開始した秋田エリアは、北海道、青森、宮城、新潟、東京、群馬、埼玉、千葉、愛知、大阪、京都、兵庫、広島、山口、福岡、大分、沖縄に続く国内13エリア目の展開となる。

今回の展開により、秋田エリアでは秋田市、本庄市、由利郡、仙北郡、南秋田郡でDiDiが利用可能となる。

《レスポンス 纐纈敏也＠DAYS》",レスポンス,ソフトバンク
ドコモとアマゾンが連携強化--「ギガホ」契約者なら「Amazonプライム」が1年無料に,"
　NTTドコモとアマゾン・ジャパンは11月26日、スマートフォンの料金プランである「ギガホ」を契約しているユーザーを対象に、年会費4900円の「Amazonプライム」が1年間付与する特典を、12月1日より提供すると発表した。

　特設サイトからのエントリーで特典の利用が可能。すでに対象プランやAmazonプライムを利用してるユーザーでも申し込み可能だ。 また、提供記念キャンペーンとして、低価格プラン「ギガライト」を利用しているユーザーも対象となるほか、ドコモのスマートフォン決済「d払い」でも、Amazonでのショッピングにd払いを利用（キャンペーンサイトからエントリーが必要）することで、5％のポイント還元が受けられる。

　なお、Amazonプライムの特典については、「はじめてスマホ割」「ドコモの学割」が適用されているユーザーは対象外となるほか、d払いの5％還元は、2020年3月31日までの期間限定となる。

アマゾンとの連携は5G時代を見据えたもの

　NTTドコモ代表取締役社長の吉澤和弘氏は、提携の狙いについて「d払いでアマゾンとは連携を深めている。私どもとしても、新しい料金プラン、d払い、dポイントの魅力を高めるためにいろいろな事ができそうだと検討した。アマゾンにとっては、ドコモの契約者でAmazonプライムを使っていないユーザーもいる。新料金プランの魅力をもっと上げ、d払い、dポイントと絡めながら、Amazonプライムをもっと積極的に使ってもらうことでお互いのメリットが出る」と語る。

　同社では、25日にもギガホ、ギガライトと「Disney DELUXE」割引プランを発表しており、プランの“お得感”をより引き上げようとしている。吉澤氏は、「料金が融合した形のプラン、取り組みが来年スタートする5Gにつながっていく」とし、「Amazonプライムで動画を観るときに、容量の大きなプランが親和性がある。これを別々の料金ではなく、融合したものとして考えていくのも一つの方法」と、料金プランと親和性の高いサービスとの組み合わせが、5G時代にマッチするとの考えを述べた。

　また、ドコモではdショッピングなど自前でのEコマースも手がけている。アマゾンとの棲み分けについては、「dショッピングは商品などに特徴があり、マガシークなどファッション領域も独自でやっているが、もっと幅広いすべての商品分野になるとアマゾンのサービスは魅力的。ドコモの会員、契約者のメリットとしては大きなものになる」とし、「競合ではなく、（それぞれの）良いところ、メリットを享受してもらう風に理解してもらえれば」とメリットを強調した。

　巨大サービス事業者と手を組む例としては、KDDIとネットフリックス、グループ内ではあるがソフトバンクとヤフーなど、各キャリアが取り組んでいる。吉澤氏は、アマゾンとの提携はd払いなどを含めた連携強化からの自然な流れであり、それ以外の事業者とは組まないという意味ではないとしている。端末価格の割引に制限がある現状、ユーザーに“お得感”を打ち出していく必要があるほか、自社で幅広いサービスを展開する楽天のMNO参入もあり、今後もさまざまなサービス事業者との連携が考えられるだろう。",CNET Japan,ソフトバンク
〔東京株式〕3日続伸＝米中関係の改善に期待（26日）☆差替,"
　【第1部】米中貿易協議が進展し、両国関係が改善するとの期待が高まり、買いが優勢となった。為替相場が円安基調となったことも好感され、電機株などの輸出関連株がにぎわった。日経平均株価は前日比80円51銭高の2万3373円32銭、東証株価指数（TOPIX）は2．75ポイント高の1705．71と、いずれも3営業日続伸。
　銘柄の40％が値上がりし、値下がりは56％だった。出来高は16億2299万株、売買代金は3兆1584億円。
　業種別株価指数（全33業種）では、電気機器、精密機器、ゴム製品の上昇が目立った。下落は鉱業、食料品、建設業など。
　個別銘柄では、日立化成が上伸し、ソニー、東エレク、村田製、HOYAも値を上げた。任天堂は強含み。武田、ToyoTireもしっかり。スクエニHDが堅調となり、ファーストリテ、かんぽは小幅高だった。半面、昭和電工、アサヒが売られ、トヨタは小安い。大塚HD、アステラス薬もさえない。国際帝石が軟調で、ソフトバンクGは反落。清水建が値を下げ、三菱UFJは弱含み。
　【第2部】3日続伸。東芝が堅調で、那須鉄は上伸。サイバーSは小反落し、ユーピーアールは値を消した。出来高1億2919万株。
　▽取引時間中の年初来高値更新
　26日の東京株式市場は買いが先行した。前日の米国株式市場では、米中貿易協議の進展期待が高まり、ダウ工業株30種平均が最高値を更新し、東京市場にもこの流れが及んだ。さらに前場中盤に「米中閣僚が電話会談した」と伝わると日経平均株価は一段高となり、取引時間中の年初来高値である2万3608円まで駆け上がった。
　ただ、中国商務省が会談内容について「協議の第1段階の合意に関し、重要問題解決に向けた共通認識に達した。今後は残る課題をめぐり交渉を継続する」と公表すると、「協議継続というだけでは消化しづらい」（銀行系証券）と受け止められ、利益確定売りを誘った。上海株や香港株が伸び悩んだことも日経平均の上値を重くした。
　225先物12月きりは小幅高。シカゴ市場の円建て清算値を上回る2万3450円で始まり、米中閣僚会談のニュースを受けて2万3620円まで上昇したが、午後は上げ幅を縮めた。225オプション12月きりは、プットがさえず、コールが堅調。",時事通信,ソフトバンク
〔東京株式〕上げ幅縮小＝利益確定売りに押される（26日後場寄り付き）,"
　【第1部】後場の日経平均株価と東証株価指数（TOPIX）は利益確定売りに押され、ともに上げ幅を縮小している。
　任天堂、ソニーがにぎわい、村田製も値上がりし、トヨタはしっかり。ファーストリテが高く、日立化成は個別に買われている。三菱UFJは小高く、三井住友は強含み。半面、ソフトバンクGは弱含み。資生堂が下落し、エーザイ、JTは弱含んでいるほか、昭和電工は大幅安。",時事通信,ソフトバンク
EVバス市民の足に　予約制で実証事業　いわき,"
　福島県いわき市小名浜地区で26日、電気自動車（EV）の小型低速バスを利用した交通システムの実証事業が始まる。平日はスマホなどから予約して市街地20カ所で乗降が可能。土日祝日は定時で巡回運行する。来年3月まで続け、住民らの利便性向上や観光誘客の効果を検証して事業化を探る。【写真】高齢化団地に快適な足　仙台・寺岡でEVバス実証始まる",河北新報,ソフトバンク
〔東京株式〕続伸＝米中協議進展への期待高まる（26日前場）☆差替,"
　【第1部】米中貿易協議の進展への期待が高まり、電機株などの輸出関連株を中心に幅広い銘柄が値上がりした。日経平均株価は前日比138円93銭高の2万3431円74銭、東証株価指数（TOPIX）は7．85ポイント高の1710．81と、いずれも続伸した。
　銘柄の57％が値上がりし、値下がりは37％だった。出来高は5億7601万株、売買代金は1兆0476億円。
　業種別株価指数（全33業種）では、電気機器、鉄鋼、非鉄金属の上昇が目立った。下落は空運業、食料品、鉱業など。
　個別銘柄では、日立化成が急伸し、日立、日立金は堅調。村田製、WSCOPE、太陽誘電、住友電が値を上げた。任天堂、ソニー、東エレクもしっかり。トヨタは強含み。ファーストリテ、三菱UFJは小幅高。半面、昭和電工が下押し、資生堂は小幅安。アサヒ、キリンHDが軟調。国際帝石もさえない。エア・ウォーターが急落。ソフトバンクGは小安く、ANAが緩んだ。
　【第2部】堅調。東芝が買われ、ユーピーアールはしっかり。那須鉄は上伸した。サイバーS、アルメディオは反落。出来高7531万株。
　▽円安も追い風
　26日午前の東京株式市場は買いが優勢だった。米中貿易協議の進展期待が高まり米ダウ工業株30種平均が最高値を更新。東京市場もこの流れが続いた。「米中閣僚が電話会談し、残る課題の協議継続で一致」などと伝わると日経平均株価は一時2万3600円台まで上昇。取引時間中の年初来高値を更新した。為替相場が1ドル＝109円台まで円安に進んだことも追い風となった。
　中国政府は前日、知的財産侵害に対する罰則を強化すると発表。また、人民日報系の「環球時報」が、米国との貿易協議について「第1段階」の合意が「極めて近い」と報じた。市場関係者は「中国から協議進展を示唆するニュースが続き、リスク資産を選好する流れになった。市場では、不透明な香港情勢と貿易協議を分けて考える姿勢が強まった」（大手証券）と指摘していた。
　225先物12月きりは堅調。シカゴ市場の円建て清算値を上回る2万3450円で寄り付いた。米中閣僚の電話会談に関するニュースが流れると商いが膨らみ2万3620円まで上昇したが、その後は利益確定売りも出て上値が重くなった。225オプション12月きりは、プットがさえず、コールが高い。",時事通信,ソフトバンク
「PayPay」でebookjapanの電子書籍が20％還元、12月26日から,"
　イーブックイニシアティブジャパンとPayPayは、電子書籍販売サイト「ebookjapan」において、「年末年始は電子書籍で最大20％戻ってくる！」キャンペーンを12月26日～1月13日に実施する。

　同キャンペーンでは、PayPay残高を使って電子書籍を購入したユーザーに、最大20％相当のPayPayボーナス、PayPayボーナスライトを付与する。

　20％還元となるのは、ソフトバンク、ワイモバイルユーザーまたはYahoo!プレミアム会員の場合。内訳としては、無期限のPayPayボーナスが1％、60日間有効のPayPayボーナスライトが19％。

　上記以外のユーザーは、PayPayボーナス1％とPayPayボーナスライト9％の計10％還元となる。",Impress Watch,ソフトバンク
プロ野球の書道アートで人気の書道家タレント、原愛梨が個展を開催,"
　キュートな笑顔とプロ野球選手の書道アートで知られる書道家タレント、原愛梨（２６）が、２６日からソフトバンクの本拠地、福岡市のＨＡＷＫＳ　ＳＴＯＲＥ　ヤフオクドーム店内で個展「書道アート×鷹の名場面展２０１９」（１２月２７日まで）を開催する。

　原は福岡・柳川市出身。地元・ソフトバンクの選手を中心に作品を手がけるが、今年５月には引退した元巨人投手の上原浩治氏（４４）に敬意を表し、「上原浩治」の文字で投球フォームを模した作品をツイッターに掲載。これに上原氏がＳＮＳで反応し、毛筆による繊細で力強いタッチと選手への愛情あふれる作風を絶賛して話題となった。原はセ・パ両リーグ問わず話題の選手も取り上げており、今年は日本中を熱狂させたラグビーＷ杯をテーマにした作品にも挑戦した。

　最近ではフジテレビ系「ワイドナショー」やＴＢＳ系「あさチャン！」などに出演。注目度はさらにアップし、１００点以上の力作を掲載するツイッターのフォロアー数は今年４月時点で１５００だったが、現在は２万４０００になった。

　今回の個展では、その１００点の中から８６点を厳選して展示。原は「地道に作品をツイッターにアップしてきてよかった。ファンのみなさまのおかげです」と感謝。将来の夢は「世界に書道アートを広めること」で、来年の目標については「東京五輪で海外の方がたくさん日本を訪れると思うので、五輪競技の全種目の書道アートに挑戦したいです」と気合を入れていた。

　また、今回の個展ではソフトバンク「ファンフェスティバル２０１９連動Ｔシャツ」３種類と「ファンフェスティバル２０１９連動フェイスタオル」２種類を販売。ソフトバンクの日本一や九州・福岡移転３０周年をモチーフにしたデザインで、２４日に開催されたファンフェスでは実際に選手も着用。好評を得ていた。

　原は「ホークスの公式グッズに関わるのが夢だったので、メチャクチャうれしいです」と大喜び。選手名の漢字をベースに、九州の地形や羽を広げる鷹などを表現する斬新なデザインについては「言葉にはできない選手の力強さと、九州と福岡を応援したいという気持ちを毛筆に込めました！」と力説していた。",サンケイスポーツ,ソフトバンク
ソフトバンクＧ出資の台湾ＡＩ新興企業エイピアが8000万ドルを調達,"
（ブルームバーグ）： ソフトバンクグループが出資する台湾の人工知能（ＡＩ）スタートアップ企業エイピアは最新の資金調達ラウンドで、プライベートエクイティー（未公開株、ＰＥ）投資会社ＴＧＶｅｓｔキャピタルなどから計8000万ドル（約87億円）を集めた。世界的な事業拡大などに回す。",Bloomberg,ソフトバンク
ヤフーとＬＩＮＥの経営統合…「不発弾」がはじける日は来るのか,"
　検索サービス「ヤフー」を展開するＺホールディングス（ＺＨＤ、証券コード4689）と、対話アプリのＬＩＮＥ（3938）が経営統合に向けて最終調整に入ったと伝わったのが11月14日だった。その後、18日に経営統合を発表。ＱＲコード決済の利用者数を合計すれば国内でトップになるとか、両社のサービス利用者数を単純に合計すれば１億3000万人で日本の人口を上回るといったこともあり、「米国のアマゾンやグーグルにも対抗する巨大ＩＴ企業の誕生」といった報道も相次いだ。ただ、株式市場の反応は違った。

　ある市場関係者は「報道が盛り上がり過ぎたのでは」と話していた。それはＺＨＤや、同社の大株主であるソフトバンクグループ（ＳＢＧ、9984）の株価に表れている。ＺＨＤ株は報道が伝わった14日こそ順調に買いが優勢だったが、この日に付けた459円が直近の高値になった。翌15日から売りがかさみ、20日には372円まで下落。報道後の上昇を１週間もたたずに帳消しにした。冷静になってみれば買いづらいというムードが、徐々に市場に浸透していったようだ。

　ＳＢＧ株については、ヤフーとＬＩＮＥの統合を手掛かりに買いが入ったのは、ほとんど14日の寄り付きだけだった。その後は14日の始値である4373円を一貫して下回って推移している。ＳＢＧを巡っては、ＺＯＺＯ（3092）への公開買い付け（ＴＯＢ）が13日で終了したり、米シェアオフィス大手「ウィーワーク」を運営するウィーカンパニーへの出資比率引き上げたりと、いろいろ材料が交錯する中で、子会社再編をむしろ疎ましい材料と受け止めた可能性すら見て取れる。

　ＬＩＮＥ株だけは、現在でも14日の報道前を大きく上回る5100～5200円近辺で張り付いている。これはＬＩＮＥ株の７割強を持つ韓国のＩＴ企業ネイバーと、ＳＢＧが共同でＬＩＮＥ株のＴＯＢを実施して、ＬＩＮＥ株を上場廃止にする方針を打ち出しているためだ。そのＴＯＢ価格としてネイバーとＳＢＧが提案したのが5200円ということだ。ただＬＩＮＥが言うには「価格の提案を受けた段階」だ。この価格は、どちらかというと引き上げられるのが通例だが、引き下げられない保証もない。

　問題は「何のためにヤフーとＬＩＮＥは経営統合が必要なのか」という点について、多くの投資家が納得していないということだろう。ＺＨＤとＬＩＮＥは発表資料に「日本およびグローバルにおける熾烈（しれつ）な競争を勝ち抜くことができる企業グループへと飛躍する」とうたう。ただ、額面通りには受け取られなかった。ＬＩＮＥの2019年12月期は、２期連続で連結最終赤字（国際会計基準）の見通し。同社は業績予想を開示していないが、アナリスト予想の平均は最終赤字が380億円程度と、赤字幅は前期の約10倍に膨らむ見込みだ。

　先行投資が重荷になって身動きが取れなくなったＬＩＮＥを、特に若い女性の間への浸透力が弱いヤフーが取り込もうとしている、という構図にも見えてくる。しかも赤字会社の割には高い買い物になるかもしれない。そのうえ、ＺＨＤの川辺健太郎社長は18日の記者会見で否定したが、同社の経営判断を実質的な親会社であるＳＢＧトップの孫正義氏が主導したとの報道もある。仮に報道が正しければ、赤字会社の買い入れによるＺＨＤの株主価値の毀損を、大株主が少数株主に押し付けるという問題も浮かび上がってしまう。

　そんなこんなで株式市場では、とても「米国のアマゾンやグーグルにも対抗する巨大ＩＴ企業の誕生」とはいえない、と冷静な見方が報道の直後から多かった。やや白けたムードが漂っていたともいえるかもしれない。いずれにしても、株価材料として「不発」だったのだ。ニュースに反応して、短期の値幅取りと割り切った買い以外は、ほとんど市場に買いが現れなかったのが今回の一連の動き、とまとめることができそうだ。

　もっともヤフーの川辺社長も、ＬＩＮＥの出沢剛社長も、決済サービスの統合なども含めて「サービスのことは統合後に考える」と、18日の記者会見で繰り返し強調していた。今回は不発だったにしても、新たなサービスが大爆発する可能性は大いにある。両社とも国内で、ＩＴやスマートフォンの中に新たな価値を見出した実績のある会社には違いない。半面、米ウィーカンパニーが突如として新規株式公開を断念したような、残念な方向に爆発するリスクも残る。結局、両社の経営統合後の姿はどうなるのか。何で稼ぐ会社になるのか。それがＬＩＮＥの上場廃止でさらに分かりにくくなるのなら、ＳＢＧやＺＨＤには一段と買いを入れづらくなる。

（経済ジャーナリスト・山本 学）",まいどなニュース,ソフトバンク
低速で走る「EVバス」小名浜巡る　いわきで3月まで実証事業,"
　いわき市や小名浜まちづくり市民会議などは26日から来年3月8日まで、同市小名浜地区で、低速で走る電気自動車（EV）「グリーンスローモビリティ」の小型バスを運行する。25日、小名浜アクアマリンパークで出発式が行われ、清水敏男市長らが試乗した。
　昨年度に続く実証事業。市、同市民会議、磐城タクシー、ソフトバンクが共同運行する。本年度は新たに、乗車予約や運行状況の確認ができるアプリを導入して利用者の利便性の向上を図り、観光地や市街地での人の流れの創出につなげる。",福島民友新聞,ソフトバンク
「投資家」孫正義の判断誤らせたウィーワークの実態,"
　将来性の高いスタートアップをいち早く見抜くベンチャー投資家として世界的に知られる存在となったソフトバンクグループの孫正義社長――。だが、投資先の1つであるシェアオフィス「ウィーワーク」を運営する米ウィーカンパニーで、ずさんな経営実態が明らかになると、欧米で孫氏の「目利き力」を疑う声が急速に高まっている。9月にウィーワークのCEOを辞任してはいるが、一夜にして孫氏の名声を奪うことになった同社の創業者アダム・ニューマン氏とはどんな人物なのであろうか。

■　創業者ニューマン氏のカリスマ性と奇行

　米ニューヨーク・タイムズ紙は、ウィーの初期社員たちが57階の改装中ビルのエレベーターホールの縁に立ち、ビールを飲み交わす約6年前のエピソードを紹介している。アルコールが回り、少しでもふらついて足を踏み外せば死にかねない場面だ。しかも、ニューマン氏が古い飲みかけのビール瓶を見つけると、瓶のなかに残っていた気の抜けたビールをみんなで回し飲みしたという。当時の参加者の1人は、「儀式のようだった。それほど、ニューマン氏にはカリスマ性があった」と語っている。

　ニューマン氏（40歳）は、イスラエル出身。幼いころに両親が離婚し、母親とともに米国に渡った。教育の大半は米国で受けているため、英語は流ちょうだ。米ニューヨーク市立大でビジネスを専攻し、弁も立つ。妹はモデルというだけあって、ニューマン氏自身も195センチの長身。緩やかなウェーブヘアをたたえた姿は、独特の存在感を醸し出している。孫氏は、「アリババ集団の創業者ジャック・マー氏以来のものを感じる」と入れ込んでいたとされる。

　ただ、ニューマン氏には社員が眉をひそめるような行動も多かった。社内を裸足で歩き回り、デスクに飛び乗ったり、社員を怒鳴り散らしたり。お気に入りは、1本1万5000円は下らないテキーラで、切らすとニューマン氏の機嫌が悪くなるため、社員はケース買いで常備していたという。パーティーでは、社員やゲストにマリファナを薦めることもあった。ちなみに、裸足なのは社内だけではないようで、ネット上ではニューマン氏がニューヨークの街中を裸足で闊歩する写真が出回っている。",JBpress,ソフトバンク
ソフバンクＧの会計に注目集まる－投資先の新興企業価値が急変動,"
（ブルームバーグ）： 人工知能（ＡＩ）を手掛ける中国の新興企業、センスタイム・グループの創業者らは2018年前半、ソフトバンクグループを率いる孫正義氏に会いに東京に飛んだ。徐立最高経営責任者（ＣＥＯ）の願いは、設立後３年のセンスタイムに２億ドル（現在のレートで220億円）の投資の約束を取り付けることだった。",Bloomberg,ソフトバンク
〔東京株式〕買い先行＝米株高を好感（26日前場寄り付き）,"
　【第1部】前日の米国株高を好感し、買い先行で始まった。日経平均株価、東証株価指数（TOPIX）ともにしっかり。
　日立、日立建機が買いを集めている。ソニー、キーエンス、ファナックが堅調。村田製、TDK、東エレク、SUMCOが値を上げている。トヨタ、コマツもしっかり。ソフトバンクG、ファーストリテ、コスモス薬品は強含み。半面、昭和電工が売られている。資生堂がさえない。アステラス薬、塩野義が軟調。NTT、オリックスは小幅安。",時事通信,ソフトバンク
日本人ならヤフー×LINE連合を歓迎すべきワケ,"
■統合を仕組んだ孫正義の思惑

　11月18日、「ヤフー」を展開するZホールディングス(ZHD)と、無料通信アプリ大手のLINEが経営統合に関して基本合意したことが発表された。

　今回の統合の背景には、米国のGAFA(グーグル、アマゾン、フェイスブック、アップル)や、中国のバイドゥ、アリババ、テンセントと肩を並べる世界有数のテックカンパニーを目指す意図がある。今後の展開によっては、両社が世界の市場でそれなりのシェアを獲得するチャンスはあるだろう。

　しかし、統合会社の株式の時価総額や研究開発費などの規模を見ると、米中のIT先端企業との差は歴然としている。両社が米中の大手企業に真正面から競争を挑み、シェアを得ることはかんたんなことではない。

　今後、両社は相対的に有利なポジションを持つ韓国や東アジア諸国を基礎にして、新しいビジネスモデルを整備し成長期待の高い分野に積極的に進出することが重要だ。今回の統合を仕組んだ孫氏がどのように両社が組織をまとめ、いかなる新しい発想をもとに成長を目指すか注目していきたい。",プレジデントオンライン,ソフトバンク
日本でファーウェイを排除するメリットはない,"
アメリカの禁輸措置という逆風に吹かれるファーウェイ。しかし足元の経営状況を見てみるとそこまで悪くはない。5G時代なくてはならない存在になるファーウェイを日本において排除するメリットはない。【もっと写真を見る】",アスキー,ソフトバンク
電気自動車の実証開始　小名浜で出発式　回遊性向上目指す,"
　次世代交通システムの導入に向け、いわき市などが実証事業に取り組む低速電気自動車（グリーンスローモビリティ）の出発式は二十五日、同市小名浜のアクアマリンパークで行われた。住民や来訪者の新たな移動手段を確保し、市街地や観光地の回遊性向上を目指す。二十六日から来年三月八日まで運行する。 

　市と小名浜まちづくり市民会議、磐城タクシー、ソフトバンクが、環境省の「ＩｏＴ（モノのインターネット）技術等を活用したグリーンスローモビリティの効果的導入実証事業」の採択を受けて実施する。 

　電気自動車は最高時速二十キロで走行し、運転手を除いて九人乗り。平日はスマートフォンアプリや電話による予約を受けて走るオンデマンド型となる。二十カ所に乗降地点を設け、予約状況に応じて運行コースを変える。土、日曜日と祝日はアクアマリンパーク周辺を走る予約不要の定時定路線型として運行する。乗降場所は八カ所。利用料金はいずれも百円で、小学生以下は無料。",福島民報,ソフトバンク
「PayPayとLINE Payは共存する」元ヤフー村上臣氏が解説。ヤフーとLINEの統合で次に動くのは,"
11月18日に正式発表となったヤフーとLINEの経営統合。2020年10月頃の統合を目指し、両社は動きを始めており、注目を集めている。【全画像をみる】「PayPayとLINE Payは共存する」元ヤフー村上臣氏が解説。ヤフーとLINEの統合で次に動くのはインターネット企業大手と国内メッセンジャー大手の組み合わせは、どんな影響を日本のインターネット業界に及ぼすのか。ヤフーの執行役員兼CMOを務めた経歴を持ち、現在LinkedInの日本代表を務める村上臣氏に話を聞いた。",BUSINESS INSIDER JAPAN,ソフトバンク
大学入試改革、何故すべての道は「ベネッセ」に通じる？　受験産業が入試に関わる危険性,"
　大学入学共通テストに導入予定だった英語の民間試験は、「身の丈」発言が波紋をひろげ、実施が見送られることとなった。そして今度は、国語と数学の「記述式問題」にも教育界から疑問の声が上がる。採点者の質の確保や、“採点の質”をチェックする仕組みがないためだ（前回参照）。

　今回、記述式問題の採点業務を61億円で落札したのは、ベネッセホールディングスの子会社・学力評価研究機構。衆院文科委員会では「（採点者は）アルバイトもいる。学生か社会人かは問うていない」（ベネッセの学校カンパニー長・山崎昌樹氏）との発言も飛び出し、採点への不安は高まっている。

　***",デイリー新潮,ソフトバンク
あの公取委がお墨付き？ヤフー×LINE統合、新たな「不安の芽」,"
　ネットサービス「ヤフー」を展開するZホールディングスとLINEが合意した経営統合。その独占禁止法上の審査について、公正取引委員会の山田昭典事務総長は11月20日の定例記者会見の場で、「一般論」としつつも、企業結合審査では「事業によっては,世界市場というのが観念できるというものもあります」と柔軟に判断する姿勢を明らかにした。【写真】これから給料が「下がる仕事」「上がる仕事」全210職種を公開　国内最大のIT系のプラットフォーマーの誕生と、マスメディアが大きく報じているものの、米国の「GAFA」や中国の「BAT」に比べれば桁違いに規模が小さいし、競争はグローバルに展開されているので独禁法上の問題はないとの趣旨にも受け取れる発言だ。

　かつて公正取引委員会は、海外のライバルによる敵対的買収に瀕した鉄鋼会社間の株式の持ち合い強化案に頑なに反対した前例があるだけに、この柔軟な姿勢は隔世の感がある。和製プラットフォーマーの育成は、政府を挙げての悲願だけに、公正取引委員会にもそうした配慮が働いているのかもしれない。

　しかし、公正取引委員会は時代が変わっても「競争の番人」であることに変わりはない。競争を阻害したり優越的な地位を乱用しやすいビジネスモデルを持つプラットフォーマーならではの問題点を看過せず、厳格な審査を行い、新たな問題の予防に努めるべきだろう。

　経営統合の観測記事が今月13日にネット上に流れると、新聞・テレビは、ヤフーを傘下に持つZホールディングスとLINEの統合に関するニュースに一喜一憂、大騒ぎした。

　ZホールディングスとLINEの発表によると、両社は12月をめどに最終契約を結ぶ予定だが、まず、それぞれの親会社であるソフトバンクと韓国ネイバーが共同で3400億円を投じてLINEにTOB(株式公開買い付け)をかけて非公開企業とする。そのうえで、ソフトバンクとネイバーの共同出資会社がZホールディングスの親会社になり、ソフトバンクが共同出資会社を連結対象に加える。そしてZホールディングス傘下にヤフーとLINEが入るという。",現代ビジネス,ソフトバンク
パナソニックが大幅続落！ 日経平均株価は続伸,"
2019年11月25日（月）の主要指標（カッコ内は前日終値比）

　・日経平均株価　23,292円（+179円、+0.8％）　続伸
　・TOPIX　1,702.9（+11.6、+0.7％）　続伸
　・東証マザーズ株価指数　894.3（+5.3、+0.6％）　続伸
東証1部上場銘柄の概況

　・値上がり銘柄数:1,555、値下がり銘柄数:508、変わらず:91
　・値上がり業種数:31、値下がり業種数:2
　・年初来高値更新銘柄数:141、年初来安値更新銘柄数:2
東証1部の出来高は10億1,101万株、売買代金は1兆6,991億円（概算）となり、いずれも先週末より減少しました。先週末に米国株が反発し、香港情勢の沈静化を受けてアジア株が上昇するなど好材料が少なくなかったようですが、週初ということで様子見スタンスが強まりました。

売買代金は連日で2兆円を下回り、1兆7,000億円弱という薄商いに終わっています。

そのような中、日経平均株価は終日プラス圏で推移しました。寄り付きから高く推移し、前場の終盤には一時+235円高まで上昇しましたが、後場に入ると上値が重くなり、一時+143円高まで上げ幅を縮小する場面も見られました。結局、最後まで23,300円を挟む攻防が続き、続伸で引けています。

なお、TOPIXも同じような値動きで続伸となり、終値で再び1,700ポイントを回復しました。",LIMO,ソフトバンク
自動運転車、実用化へ加速　全国初　３０日から秋田で商用サービス開始,"
　自動運転実用化に向けた動きが加速してきた。ソフトバンク系のＳＢドライブ（東京）は２５日、相模原市緑区の遊園地で、自動運転専用車を使って車外から運行を制御する実験を行った。一方、３０日からは秋田県内で地元のＮＰＯ法人が自動運転の商用サービスを始める。国土交通省は公共交通機関の代用としての自動運転の普及に向けた取り組みを進めているが、実用化に向けた初の成果となる。

　ＳＢドライブの実験では、仏ナビヤの自動運転専用の電気自動車（ＥＶ）「ナビヤアルマ」を使用。発進などは車外から制御し、衛星利用測位システム（ＧＰＳ）で車両の位置を計測しながら約２５０メートル離れた２つの停留所の間を歩行者と同程度の時速３．６キロで走行した。歩行者が前方にいると、自動的にブレーキがかかった。

　車外にいる自動運転車の運行管理者が、時刻表や定員に合わせて適切に実際の運用を行うことができるように、停留所のイスと車内のシートに、乗車待ちの人数と乗車して着席した人数を把握できるセンサーも備え付けた。ＳＢドライブの佐治友基社長は「安価に普段から乗車できるバスを自動運転で実現したい」としており、来年度のサービス開始を目指している。

　一方、秋田県上小阿仁村で始まる商用サービスでは、ヤマハ発動機の７人乗りＥＶが使われる。約４キロの区間を１回２００円の運賃で、電磁誘導線が埋め込まれた道路上を誘導線に沿って走行する。大半の区間では、緊急時にブレーキをかけるなど乗車した運転手が運転に責任を持つ「レベル２」の自動運転だが、約１キロの専用走行レーンでは、車外の運行システムが全ての走行を管理する自動運転の「レベル４」を実現する。

　国土交通省は２０１７年度から全国１８カ所の道の駅で、過疎地の公共交通機関の代用として自動運転の実用化を探る実験を実施してきた。上小阿仁村は商用化の全国初のケースという。自動運転のサービスは、レベルにもよるが、技術的にはほぼ実用化の水準に達しているという。ただ、法整備や導入する事業者をどう増やしていくかなどの課題があり、実用化に向けた取り組みが続いている。（大坪玲央）",SankeiBiz,ソフトバンク
